"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Document Type","Source"
"Gonzales A.C.; Purington S.; Robinson J.; Nieswandt M.","Gonzales, Alicia C. (57194442352); Purington, Stephanie (57194448870); Robinson, Julie (57211531135); Nieswandt, Martina (23393358000)","57194442352; 57194448870; 57211531135; 23393358000","Teacher interactions and effects on group triple problem solving space","2019","International Journal of Science Education","5","10.1080/09500693.2019.1638982","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071054942&doi=10.1080%2f09500693.2019.1638982&partnerID=40&md5=0c5a3ebf04d3ace57c8128a39d438af0","Research shows that collaborative work promotes student learning and improves social skills, but teachers are still exploring how to best support problem-solving in a small group context, particularly in the science classroom. This study builds on prior research to characterise teacher interactions with small groups in secondary science and analyses how those interactions affect a collectively constructed space–the triple problem solving space (TPSS)–in which group members collectively understand a task (content/cognitive dimension), manage social interactions (social/relational dimension), and co-construct the emotional life of the group (affective dimension). Results of two biology teachers’ interactions with students in small groups working on inquiry and engineering design activities show that most interactions were administrative and had little influence on the group’s TPSS. Teacher interactions that engaged students in monitoring their problem-solving process, however, did have the capacity to increase cognitive work of the group, which subsequently impacted the students’ group affect and social dimension. These findings suggest that interactions focused on cognitive processes have the potential to support all aspects of a group’s TPSS. Though this research is only a first step in understanding the impact of teacher interactions on small group work, implications for teaching practices are discussed. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Chang C.-Y.; Lai C.-L.; Hwang G.-J.","Chang, Ching-Yi (57195596036); Lai, Chiu-Lin (56447570500); Hwang, Gwo-Jen (7202677655)","57195596036; 56447570500; 7202677655","Trends and research issues of mobile learning studies in nursing education: A review of academic publications from 1971 to 2016","2018","Computers and Education","191","10.1016/j.compedu.2017.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029092317&doi=10.1016%2fj.compedu.2017.09.001&partnerID=40&md5=4ec4844363cc99dac48da232b1fbb9c8","In the past decades, the issues related to mobile learning have been widely discussed around the globe; however, the development and trends of applying mobile technologies in nursing education still lack systematic analysis. In this study, a meta review of the studies published in academic journals from 1971 to 2016 was conducted to analyze the application domains, subjects, adopted learning strategies, investigated research issues and findings of mobile technology-supported nursing education. From the review results, it was found that the use of mobile technologies in nursing education and training have made great progress in the past decades. In addition to the changes in mobile technologies and the increasing number of mobile learning studies in nursing education, the subjects and research issues have also become more diverse in recent years. It was also found that mobile learning has mainly been applied to the training of basic nursing concepts and skills as well as to long-term care and obstetrics and gynecology, while few or even no studies are related to other nursing education domains. In addition, several widely adopted mobile learning strategies, such as inquiry-based learning, contextual mobile learning, snychronous sharing, Mindtools, project-based learning and peer assessment, have seldom been adopted in mobile nursing education. This also reflects the fact that most of these studies focused on skills training and basic knowledge comprehension, while few were conducted in the domains aimed at fostering learners' higher order thinking competences, such as problem solving or critical thinking. On the other hand, it was found that the number of studies using an experimental design has increased in recent years; moreover, most studies reported the learners’ cognitive performance and perceptions, while their learning behaviors were seldom analyzed. Accordingly, the research trends and potential research issues of mobile nursing education are proposed as a reference for researchers, instructors and policy makers. © 2017","Article","Scopus"
"Duncan R.G.; Chinn C.A.; Barzilai S.","Duncan, Ravit Golan (8790278600); Chinn, Clark A. (7003704186); Barzilai, Sarit (15052877400)","8790278600; 7003704186; 15052877400","Grasp of evidence: Problematizing and expanding the next generation science standards’ conceptualization of evidence","2018","Journal of Research in Science Teaching","156","10.1002/tea.21468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052526647&doi=10.1002%2ftea.21468&partnerID=40&md5=db87bde9932d381b5e783108b1305ec2","Practices of generating, analyzing, and using evidence play a central role in the Framework for K-12 Science Education and the NGSS. However, the construct of evidence remains largely underspecified in these documents, providing insufficient guidance on how to engage students with the broad and complex nature of evidentiary reasoning. This creates a risk of perfunctory and simplified implementation of evidence-based practices that misses the intent of the standards and does little to prepare students for reasoning with the complex, varied, and contentious evidence encountered in popular media or in advanced education. To address these challenges, we propose a theoretical framework, which we call Grasp of Evidence, that complexifies the concept of evidence in ways that facilitate introducing more authentic forms of evidence and more sophisticated ways of engaging with evidence in science classrooms. Our approach focuses on promoting a lay grasp of evidence needed by competent outsiders as they engage with science in their everyday lives. The framework posits five dimensions. The first four dimensions capture what students should understand about how experts work with evidence: evidence analysis, evidence evaluation, evidence interpretation, and evidence integration. The fifth dimension focuses on how laypeople can use evidence reports themselves. Each of these dimensions of practice involves specific epistemic aims, epistemic ideals, and reliable epistemic processes for reasoning with and about evidence. We discuss these dimensions and their contribution to the conceptualization of evidence as well as provide some initial instructional implications and potential directions for future research. © 2018 Wiley Periodicals, Inc.","Article","Scopus"
"Scalise K.; Clarke-Midura J.","Scalise, Kathleen (14122136500); Clarke-Midura, Jody (36631659800)","14122136500; 36631659800","The many faces of scientific inquiry: Effectively measuring what students do and not only what they say","2018","Journal of Research in Science Teaching","25","10.1002/tea.21464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052893257&doi=10.1002%2ftea.21464&partnerID=40&md5=d0ea59fdd77231825115874e426eaedd","Science education frameworks in the United States have moved strongly in recent years to incorporate more dimensions of learning, including measuring student use of scientific practices employed during scientific inquiry. For instance, the Next Generation Science Standards and related multidimensional frameworks adopted or adapted recently by more than 30 United States include numerous complex science performance skills required of students. This article considers whether valid and reliable evidence can be obtained in online performance tasks to yield an estimate of both student inquiry practices and of the ability of students to explain their understanding of scientific concepts. A data set from a Virtual Performance Assessment (VPA) task, There's a New Frog in Town, is examined. Delivered through an online system, the VPA task engages students in guided inquiry through problem solving, modeling, and exploration. The VPAs are designed to produce evidence on more than one latent trait in the respondent performance. Results of the case study reported here indicated that maps of student proficiency in scientific inquiry were possible to generate from the VPA data set, using measurement models. Addition of process data through a new hybrid measurement model, mIRT-Bayes, improved reliability of results. Results indicated overall that virtual performance tasks may be helpful for science assessment, especially if assessment time is short and a goal is to increase the validity and quality of performance measures with authentic and engaging virtual activities. © 2018 Wiley Periodicals, Inc.","Article","Scopus"
"Kovanović V.; Joksimović S.; Poquet O.; Hennis T.; Čukić I.; de Vries P.; Hatala M.; Dawson S.; Siemens G.; Gašević D.","Kovanović, Vitomir (55096902400); Joksimović, Srećko (55837206800); Poquet, Oleksandra (57190012456); Hennis, Thieme (42961462300); Čukić, Iva (56071738300); de Vries, Pieter (26425019100); Hatala, Marek (57203069442); Dawson, Shane (12778641000); Siemens, George (36844717000); Gašević, Dragan (8549413500)","55096902400; 55837206800; 57190012456; 42961462300; 56071738300; 26425019100; 57203069442; 12778641000; 36844717000; 8549413500","Exploring communities of inquiry in Massive Open Online Courses","2018","Computers and Education","78","10.1016/j.compedu.2017.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039844887&doi=10.1016%2fj.compedu.2017.11.010&partnerID=40&md5=1de3751df0fb38240c3c3f9450b38fd3","This study presents an evaluation of the Community of Inquiry (CoI) survey instrument developed by Arbaugh et al. (2008) within the context of Massive Open Online Courses (MOOCs). The study reports the results of a reliability analysis and exploratory factor analysis of the CoI survey instrument using the data of 1487 students from five MOOC courses. The findings confirmed the reliability and validity of the CoI survey instrument for the assessment of the key dimensions of the CoI model: teaching presence, social presence, and cognitive presence. Although the CoI survey instrument captured the same latent constructs within the MOOC context as in the Garrison's three-factor model (Garrison et al., 1999), analyses suggested a six-factor model with additional three factors as a better fit to the data. These additional factors were 1) course organization and design (a sub-component of teaching presence), 2) group affectivity (a sub-component of social presence), and 3) resolution phase of inquiry learning (a sub-component of cognitive presence). The emergence of these additional factors revealed that the discrepancies between the dynamics of the traditional online courses and MOOCs affect the student perceptions of the three CoI presences. Based on the results of our analysis, we provide an update to the famous CoI model which captures the distinctive characteristics of the CoI model within the MOOC setting. The results of the study and their implications are further discussed. © 2017 Elsevier Ltd","Article","Scopus"
"Teig N.; Scherer R.; Nilsen T.","Teig, Nani (57190678565); Scherer, Ronny (55317265200); Nilsen, Trude (56330680200)","57190678565; 55317265200; 56330680200","More isn't always better: The curvilinear relationship between inquiry-based teaching and student achievement in science","2018","Learning and Instruction","77","10.1016/j.learninstruc.2018.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044102153&doi=10.1016%2fj.learninstruc.2018.02.006&partnerID=40&md5=f22474d7f21068e4948fb99e76a1a0cf","[No abstract available]","Article","Scopus"
"Koretsky M.; Keeler J.; Ivanovitch J.; Cao Y.","Koretsky, Milo (6602313976); Keeler, Jessie (56763794900); Ivanovitch, John (57190807795); Cao, Ying (56203725800)","6602313976; 56763794900; 57190807795; 56203725800","The role of pedagogical tools in active learning: a case for sense-making","2018","International Journal of STEM Education","20","10.1186/s40594-018-0116-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051758762&doi=10.1186%2fs40594-018-0116-5&partnerID=40&md5=d821e403438b4d39801d97ddb610f84c","Background: Evidence from the research literature indicates that both audience response systems (ARS) and guided inquiry worksheets (GIW) can lead to greater student engagement, learning, and equity in the STEM classroom. We compare the use of these two tools in large enrollment STEM courses delivered in different contexts, one in biology and one in engineering. Typically, the research literature contains studies that compare student performance for a group where the given active learning tool is used to a control group where it is not used. While such studies are valuable, they do not necessarily provide thick descriptions that allow instructors to understand how to effectively use the tool in their instructional practice. Investigations on the intended student thinking processes using these tools are largely missing. In the present article, we fill this gap by foregrounding the intended student thinking and sense-making processes of such active learning tools by comparing their enactment in two large-enrollment courses in different contexts. Results: The instructors studied utilized each of the active learning tools differently. In the biology course, ARS questions were used mainly to “check in” with students and assess if they were correctly interpreting and understanding worksheet questions. The engineering course presented ARS questions that afforded students the opportunity to apply learned concepts to new scenarios towards improving students’ conceptual understanding. In the biology course, the GIWs were primarily used in stand-alone activities, and most of the information necessary for students to answer the questions was contained within the worksheet in a context that aligned with a disciplinary model. In the engineering course, the instructor intended for students to reference their lecture notes and rely on their conceptual knowledge of fundamental principles from the previous ARS class session in order to successfully answer the GIW questions. However, while their specific implementation structures and practices differed, both instructors used these tools to build towards the same basic disciplinary thinking and sense-making processes of conceptual reasoning, quantitative reasoning, and metacognitive thinking. Conclusions: This study led to four specific recommendations for post-secondary instructors seeking to integrate active learning tools into STEM courses. © 2018, The Author(s).","Article","Scopus"
"Tao D.; Zhang J.","Tao, Dan (57201479048); Zhang, Jianwei (56473472200)","57201479048; 56473472200","Forming shared inquiry structures to support knowledge building in a grade 5 community","2018","Instructional Science","35","10.1007/s11251-018-9462-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049135769&doi=10.1007%2fs11251-018-9462-4&partnerID=40&md5=a04b1fbc40bcfc4b1cde40d297c32d23","This study explores the reflective processes by which a grade 5 science community co-constructed shared inquiry structures to focus and guide its inquiry about human body systems over a school year supported by a collaborative online environment. The co-constructed structures included a list of collective wondering areas as the shared focus of inquiry and models of the inquiry process in the form of “research cycle.” Qualitative analyses of field notes, classroom videos, student notebooks and interviews elaborate the evolution of the inquiry areas and the “research cycle” model as well as students’ adaptive use of the structures to guide deeper inquiry. Content analyses of students’ individual research questions and collaborative online discourse indicate that students used the structures to develop more advanced inquiry and make productive contributions. The results contribute to elaborating a reflective structuration approach to co-organizing and sustaining long-term, open-ended inquiry in knowledge building communities. © 2018, Springer Nature B.V.","Article","Scopus"
"Aydin M.N.; Perdahci Z.N.","Aydin, Mehmet N. (8873732700); Perdahci, Ziya N. (56649376300)","8873732700; 56649376300","School-wide friendship metadata correlations","2019","Computers and Education","1","10.1016/j.compedu.2018.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056777841&doi=10.1016%2fj.compedu.2018.11.001&partnerID=40&md5=2ec8d99fdeb08a05ca84acffa71f670d","Managers and education practitioners desire to know an extent to which sustainable school-wide friendship exists. Drawing on theory of network, this research focuses on bestfriendships that may contribute to positive school experience or school belonging in the context of school-wide interactions. We emphasize that school-wide unity is essential to refer to shared perceived friendship experience at the school level. The basic trust of this study is that managers should consider interconnectedness as a complex system of entangled interactions among students. We investigate best friendship network on the meso-to-macro scale. Particular attention is paid to the network phenomena of the largest component and network correlations for examining school-wide unity. The results show that abundance of asymmetric friendships leads to unity around school wide interactions. As suggested by network theory, popular students’ tendency to avoid forming closed clusters assures sustainability in school-wide friendships, and having same gender type or being classmates correlate highly with the choice of best friends, in contrast to achievement scores. Metadata correlations reveal same-gender and same-class clubs. Incorporating meso level findings into macro level indicates that some metadata (e.g. gender) may be considered as salient characteristics of the communities while other metadata (e.g. achievement scores) may be irrelevant. © 2018 Elsevier Ltd","Article","Scopus"
"Seda Cetin P.; Eymur G.; Southerland S.A.; Walker J.; Whittington K.","Seda Cetin, Pinar (57201391827); Eymur, Guluzar (55825338100); Southerland, Sherry A. (6701376489); Walker, Joi (36941570700); Whittington, Kirby (57200795162)","57201391827; 55825338100; 6701376489; 36941570700; 57200795162","Exploring the effectiveness of engagement in a broad range of disciplinary practices on learning of Turkish high-school chemistry students","2018","International Journal of Science Education","15","10.1080/09500693.2018.1432914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042428846&doi=10.1080%2f09500693.2018.1432914&partnerID=40&md5=2ee735e08be1a5812a5410e17f2c0fb8","This study examines the influence of laboratory instruction that engages students in a wide range of the practices of science on Turkish high-school students’ chemistry learning. In this mixed methods study, student learning in two different laboratory settings was compared, one that featured an instruction that engaged students in a wide range of disciplinary practices (through Argument-driven Inquiry–ADI) and similar laboratories in which a more traditional Structured Inquiry (SI) approach was employed. The data sources included a Chemistry Concept test, an Argumentative Writing Assessment, and Semi-structured interviews. After seven weeks of chemistry instruction, students experiencing ADI instruction scored higher on the Chemistry Concept test and the Argumentative Writing Assessment than students experiencing SI instruction. Furthermore, girls who experienced ADI instruction scored higher on the assessments than their majority peers in the same class. The results suggest that Turkish students can substantially improve their chemistry proficiency if they have an opportunity to engage in instruction featuring a broad array of the practices of science. © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Lederman J.; Lederman N.; Bartels S.; Jimenez J.; Akubo M.; Aly S.; Bao C.; Blanquet E.; Blonder R.; Bologna Soares de Andrade M.; Buntting C.; Cakir M.; EL-Deghaidy H.; ElZorkani A.; Gaigher E.; Guo S.; Hakanen A.; Hamed Al-Lal S.; Han-Tosunoglu C.; Hattingh A.; Hume A.; Irez S.; Kay G.; Kivilcan Dogan O.; Kremer K.; Kuo P.-C.; Lavonen J.; Lin S.-F.; Liu C.; Liu E.; Liu S.-Y.; Lv B.; Mamlok-Naaman R.; McDonald C.; Neumann I.; Pan Y.; Picholle E.; Rivero García A.; Rundgren C.-J.; Santibáñez-Gómez D.; Saunders K.; Schwartz R.; Voitle F.; von Gyllenpalm J.; Wei F.; Wishart J.; Wu Z.; Xiao H.; Yalaki Y.; Zhou Q.","Lederman, Judith (55818489800); Lederman, Norman (6601987612); Bartels, Selina (55918538200); Jimenez, Juan (57194408174); Akubo, Mark (57205345036); Aly, Shereen (57205340292); Bao, Chengcheng (57205338199); Blanquet, Estelle (57205345324); Blonder, Ron (36966572400); Bologna Soares de Andrade, Mariana (57205340241); Buntting, Catherine (6504069162); Cakir, Mustafa (15051582400); EL-Deghaidy, Heba (24485433800); ElZorkani, Ahmed (57205341398); Gaigher, Estelle (16549759300); Guo, Shuchen (57205345951); Hakanen, Arvi (57205342792); Hamed Al-Lal, Soraya (57188758943); Han-Tosunoglu, Cigdem (53979545600); Hattingh, Annemarie (15131923900); Hume, Anne (24448165200); Irez, Serhat (15055854200); Kay, Gillian (57205340274); Kivilcan Dogan, Ozgur (35198139200); Kremer, Kerstin (37115438300); Kuo, Pi-Chu (36848050800); Lavonen, Jari (55894399700); Lin, Shu-Fen (55572076100); Liu, Cheng (57206078598); Liu, Enshan (55358844600); Liu, Shiang-Yao (11840124000); Lv, Bin (57205337878); Mamlok-Naaman, Rachel (6506049398); McDonald, Christine (57202030961); Neumann, Irene (39362048900); Pan, Yaozhen (57205338184); Picholle, Eric (6603359177); Rivero García, Ana (6507297283); Rundgren, Carl-Johan (27467720400); Santibáñez-Gómez, David (57194413591); Saunders, Kathy (37102694700); Schwartz, Renee (55464533400); Voitle, Frauke (57205339041); von Gyllenpalm, Jakob (57205344764); Wei, Fangbing (57205345434); Wishart, Jocelyn (35546023900); Wu, Zhifeng (57205337217); Xiao, Huang (57205342845); Yalaki, Yalcin (36538346100); Zhou, Qiaoxue (57205344518)","55818489800; 6601987612; 55918538200; 57194408174; 57205345036; 57205340292; 57205338199; 57205345324; 36966572400; 57205340241; 6504069162; 15051582400; 24485433800; 57205341398; 16549759300; 57205345951; 57205342792; 57188758943; 53979545600; 15131923900; 24448165200; 15055854200; 57205340274; 35198139200; 37115438300; 36848050800; 55894399700; 55572076100; 57206078598; 55358844600; 11840124000; 57205337878; 6506049398; 57202030961; 39362048900; 57205338184; 6603359177; 6507297283; 27467720400; 57194413591; 37102694700; 55464533400; 57205339041; 57205344764; 57205345434; 35546023900; 57205337217; 57205342845; 36538346100; 57205344518","An international collaborative investigation of beginning seventh grade students' understandings of scientific inquiry: Establishing a baseline","2019","Journal of Research in Science Teaching","53","10.1002/tea.21512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059616814&doi=10.1002%2ftea.21512&partnerID=40&md5=ad382e1a970e0ee32eaad443b0d6631c","Although understandings of scientific inquiry (as opposed to conducting inquiry) are included in science education reform documents around the world, little is known about what students have learned about inquiry during their elementary school years. This is partially due to the lack of any assessment instrument to measure understandings about scientific inquiry. However, a valid and reliable assessment has recently been developed and published, Views About Scientific Inquiry (VASI; Lederman et al. [2014], Journal of Research in Science Teaching, 51, 65–83). The purpose of this large-scale international project was to collect the first baseline data on what beginning middle school students have learned about scientific inquiry during their elementary school years. Eighteen countries/regions spanning six continents including 2,634 students participated in the study. The participating countries/regions were: Australia, Brazil, Chile, Egypt, England, Finland, France, Germany, Israel, Mainland China, New Zealand, Nigeria, South Africa, Spain, Sweden, Taiwan, Turkey, and the United States. In many countries, science is not formally taught until middle school, which is the rationale for choosing seventh grade students for this investigation. This baseline data will simultaneously provide information on what, if anything, students learn about inquiry in elementary school, as well as their beginning knowledge as they enter secondary school. It is important to note that collecting data from all of the approximately 200 countries globally was not humanly possible, and it was also not possible to collect data from every region of each country. The results overwhelmingly show that students around the world at the beginning of grade seven have very little understandings about scientific inquiry. Some countries do show reasonable understandings in certain aspects but the overall picture of understandings of scientific inquiry is not what is hoped for after completing 6 years of elementary education in any country. © 2019 Wiley Periodicals, Inc.","Article","Scopus"
"Lu S.; Bi H.; Liu X.","Lu, Shanshan (57195551456); Bi, Hualin (57055002200); Liu, Xiufeng (35218104400)","57195551456; 57055002200; 35218104400","The effects of explanation-driven inquiry on students’ conceptual understanding of redox","2018","International Journal of Science Education","15","10.1080/09500693.2018.1513670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053277697&doi=10.1080%2f09500693.2018.1513670&partnerID=40&md5=56bd0c9dfbbc1568dd34c7c0be5bf070","The study that is the subject of this paper tested the effects of EDI (explanation-driven inquiry) on students’ redox conceptual understanding and their misconceptions. Two classes of 119 10th grade high school students were involved. Two groups of students in the same school were chosen. One class that was taught by EDI teaching was set as the treatment group and another class that received conventional teaching was set as the control group. Students’ conceptual understanding was measured by a standardised instrument, and the students’ misconceptions were compared. The analysis of covariance showed that EDI teaching had significant effects on students’ redox conceptual understanding, and the results of the chi-square test demonstrated that students’ conceptual understanding level was improved by using EDI teaching. Also, after comparing the two groups of students’ misconceptions of redox, the results indicated that the students’ misconceptions changed toward deeper conceptual understanding in the treatment group that used EDI. Finally, some suggestions were made on how to implement EDI in the classroom. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Chen J.; Wang M.; Grotzer T.A.; Dede C.","Chen, Juanjuan (57194199207); Wang, Minhong (8723779700); Grotzer, Tina A. (8202631400); Dede, Chris (57207591224)","57194199207; 8723779700; 8202631400; 57207591224","Using a three-dimensional thinking graph to support inquiry learning","2018","Journal of Research in Science Teaching","48","10.1002/tea.21450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043369876&doi=10.1002%2ftea.21450&partnerID=40&md5=fbb463a51684d442ba491fc7388cd62a","The use of external representations has a potential to facilitate inquiry learning, especially in hypothesis generation and scientific reasoning, which are typical difficulties encountered by students. This study proposes and investigates the effects of a three-dimensional thinking graph (3DTG) that allows learners to combine in a single image, problem information, subject knowledge (key concepts and their relationships), and the hypothesizing and reasoning process involved in exploring a problem, to support inquiry learning. Two classes of eleventh grade students (97 in total) were randomly assigned to use either the 3DTG (i.e., experimental condition) or concept map (i.e., control condition) to complete a group-based inquiry task in an online environment. Data were collected from multiple data sources, including measures of group inquiry task performance, postknowledge scores, postquestionnaires of student perceptions of consensus building, and open-ended survey. The analysis of group task performance revealed that participants in the experimental condition performed better in the inquiry task than their counterparts specifically in generating hypotheses and reasoning with data, but not in drawing conclusions. The findings show the 3DTG's benefits in facilitating exploring and justifying hypotheses, and also suggest that the 3DTG can share equal value with concept mapping in terms of drawing conclusions and consensus building. In addition, students using the 3DTG achieved higher scores in the postknowledge test, although no difference was found in their perceptions of consensus building. These findings were validated by students' responses to the survey. Implications of this study and future work are also discussed. © 2018 Wiley Periodicals, Inc.","Article","Scopus"
"Watkins J.; Hammer D.; Radoff J.; Jaber L.Z.; Phillips A.M.","Watkins, Jessica (36995075000); Hammer, David (57210719954); Radoff, Jennifer (36995018700); Jaber, Lama Z. (35185068300); Phillips, Anna M. (57195943636)","36995075000; 57210719954; 36995018700; 35185068300; 57195943636","Positioning as not-understanding: The value of showing uncertainty for engaging in science","2018","Journal of Research in Science Teaching","71","10.1002/tea.21431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038239112&doi=10.1002%2ftea.21431&partnerID=40&md5=7e741a8df8e9e793ce9d3000ac9a4cf2","Not understanding is central to scientific work: what scientists do is learn about the natural world, which involves seeking out what they do not know. In classrooms, however, the position of not-understanding is generally a liability; confusion is an unfortunate condition to resolve as quickly as possible, or to conceal. In this article, we argue that students' public displays of uncertainty or confusion can be pivotal contributions to the classroom dynamics in initiating and sustaining a class's science inquiry. We present this as a central finding from a cross-case analysis of eight episodes of students' scientific engagement, drawing on literature on framing to show how participants positioned themselves as not-understanding and how that was consequential for the class's scientific engagement. We show how participants enacted this positioning by asking questions or expressing uncertainty around a phenomenon or model. We then analyze how participants' displays of not-understanding shaped the conceptual, epistemic, and social aspects of classroom activity. We present two cases in detail: one in which a student's positioning helped initiate the class's scientific engagement and another in which it helped sustain it. We argue that this work motivates considering how to help students learn to embrace and value the role of expressing one's confusion in science. © 2017 Wiley Periodicals, Inc.","Article","Scopus"
"van Riesen S.A.N.; Gijlers H.; Anjewierden A.; de Jong T.","van Riesen, Siswa A. N. (55878954200); Gijlers, Hannie (8248847100); Anjewierden, Anjo (7801309117); de Jong, Ton (7102297810)","55878954200; 8248847100; 7801309117; 7102297810","The influence of prior knowledge on experiment design guidance in a science inquiry context","2018","International Journal of Science Education","41","10.1080/09500693.2018.1477263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047658392&doi=10.1080%2f09500693.2018.1477263&partnerID=40&md5=490d01708e75d992802eb7afa3ba301b","Designing and conducting sound and informative experiments is an important aspect of inquiry learning. Students, however, often design experiments that do not allow them to reach conclusions. Considering the difficulties students experience with the process of designing experiments, additional guidance in the form of an Experiment Design Tool (EDT) was developed, together with reflection questions. In this study, 147 pre-university students worked in an online inquiry learning environment on buoyancy and Archimedes’ principle. Students were randomly assigned to one of three conditions, each of which contained a different version of the EDT. Since students’ prior knowledge has been found to influence the amount and type of guidance they need, the versions of the tool differed with respect to the level of guidance provided. A pre- and post-test were administered to assess students’ conceptual knowledge. No overall differences between conditions were found. In a subsequent analysis, students were classified as either low, low-intermediate-, high-intermediate, or high prior knowledge students. For Archimedes’ principle we found that low-intermediate prior knowledge students gained significantly more conceptual knowledge than low prior knowledge students in the fully guided condition. It is hypothesised that students need at least some prior knowledge in order to fully benefit from the guidance offered. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Davis J.P.; Bellocchi A.","Davis, James P. (55740869300); Bellocchi, Alberto (23007832900)","55740869300; 23007832900","Objectivity, subjectivity, and emotion in school science inquiry","2018","Journal of Research in Science Teaching","36","10.1002/tea.21461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055704995&doi=10.1002%2ftea.21461&partnerID=40&md5=a8ace0edee7b99d81bd36fdc5475170e","Science inquiry is an important part of educational reform focusing on improvements to pedagogy. Developing students' capacities and understandings about the design and conceptualization of scientific research informs contemporary curriculum and teaching practices. Although objectivity is regarded as a fundamental aspect of scientific research, limited studies in school contexts have considered how students generate objectivity during situated classroom practices of science inquiry. A cognitive view of objectivity informs existing research, neglecting the localized production of objectivity during classroom practices and associated emotional experiences. To inform understandings about objectivity, we adopt an ethnomethodological orientation for understanding students' situated practices during science inquiry tasks. Transcripts produced from video recordings of group interactions are collected into salient episodes using ethnomethodological conventions. We extend beyond the fine-grained ethnomethodological description to analyze transcript data by drawing on a theoretical perspective from the microsociology of emotion. Outcomes include an understanding of how objectivity came to exist through the dialectic relationship between objectivity and subjectivity that are linked via emotional experience. Suggestions are provided to inform future research investigating relationships between emotion, objectivity, student identity, and learning in different science inquiry contexts. © 2018 Wiley Periodicals, Inc.","Article","Scopus"
"Terrazas-Arellanes F.E.; Gallard M A.J.; Strycker L.A.; Walden E.D.","Terrazas-Arellanes, Fatima E. (55922468700); Gallard M, Alejandro J. (57200550019); Strycker, Lisa A. (6603864241); Walden, Emily D. (56915702900)","55922468700; 57200550019; 6603864241; 56915702900","Impact of interactive online units on learning science among students with learning disabilities and English learners","2018","International Journal of Science Education","17","10.1080/09500693.2018.1432915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041635713&doi=10.1080%2f09500693.2018.1432915&partnerID=40&md5=502b3595d9389e4c6839a2cdb505cc95","The purpose of this study was to document the design, classroom implementation, and effectiveness of interactive online units to enhance science learning over 3 years among students with learning disabilities, English learners, and general education students. Results of a randomised controlled trial with 2,303 middle school students and 71 teachers across 13 schools in two states indicated that online units effectively deepened science knowledge across all three student groups. Comparing all treatment and control students on pretest-to-posttest improvement on standards-based content-specific assessments, there were statistically significant mean differences (17% improvement treatment vs. 6% control; p <.001); no significant interactions were found between treatment condition and learning disability or English learner status, indicating that these two groups performed similarly to their peers; students with learning disabilities had significantly lower assessment scores overall. Teachers and students were moderately satisfied with the units. © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus"
"Zhang L.","Zhang, Lin (57191360519)","57191360519","“Hands-on” plus “inquiry”? Effects of withholding answers coupled with physical manipulations on students' learning of energy-related science concepts","2019","Learning and Instruction","26","10.1016/j.learninstruc.2018.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040228154&doi=10.1016%2fj.learninstruc.2018.01.001&partnerID=40&md5=60377868b910702d411ab7360a8fa234","A recent discussion on science teaching has been focusing on questions of whether it is necessary to withhold answers from learners until inquiry activities are completed and whether learners develop high-level science learning when they are physically involved in scientific investigations. To contribute to this topic, the present study examined the effects of withholding answers from learners coupled with involving them in physical manipulations on their learning of energy transfer in three domains, knowing, reasoning, and applying. The study compared students' learning outcomes in the hands-on inquiry condition that incorporated the two instructional elements, with learning in the explicit investigation condition that only involved learners in manipulations, and in direct instruction condition that excluded the two instructional elements. The results showed that the instructional conditions affected students' learning of energy transfer in knowing and reasoning, but not in applying. After controlling for students' prior knowledge, participants in the hands-on inquiry condition gained less class content and demonstrated a lower ability of reasoning than those in the direct instruction condition. Students did not differ in their ability to apply the learned content to real-life situations across conditions. © 2018 Elsevier Ltd","Article","Scopus"
